"0x0107","0x0107","OpenTV Data Carousel ","OpenTV Data Carousel ","1970-01-01"
"0x0108","0x0108","Panasonic  ","Panasonic  ","1970-01-01"
"0x0109","0x0109","Kabel Deutschland  ","Kabel Deutschland  ","1970-01-01"
"0x010A","0x010A","TechnoTrend Görler GmbH","TechnoTrend Görler GmbH","1970-01-01"
"0x010B","0x010B","NDS France Technologies system software download","NDS France Technologies system software download","1970-01-01"
"0x010C","0x010C","GUIDE Plus+","Rovi Corporation","1970-01-01"
"0x010D","0x010D","ACAP Object Carousel","ACAP Object Carousel","1970-01-01"
"0x010E","0x010E","Micronas Download Stream","Micronas Download Stream","1970-01-01"
"0x0110","0x0110","Televizja Polsat  ","Televizja Polsat  ","1970-01-01"
"0x0111","0x0111","UK DTG  ","UK DTG  ","1970-01-01"
"0x0112","0x0112","SkyMedia  ","SkyMedia  ","1970-01-01"
"0x0113","0x0113","Intellibyte DataBroadcasting","Intellibyte DataBroadcasting","1970-01-01"
"0x0114","0x0114","TeleWeb Data Carousel","TeleWeb Data Carousel","1970-01-01"
"0x0115","0x0115","TeleWeb Object Carousel","TeleWeb Object Carousel","1970-01-01"
"0x0116","0x0116","TeleWeb","TeleWeb","1970-01-01"
"0x0117","0x0117","BBC","BBC","2006-05-17"
"0x0118","0x0118","Electra Entertainment Ltd","Electra Entertainment Ltd","2009-06-05"
"0x0119","0x011A","BBC 2 - 3","BBC 2 - 3","2006-10-31"
"0x011B","0x011B","Teletext","Teletext","2006-11-21"
"0x011C","0x0120","Sky Download Streams 1-5","Sky Download Streams 1-5","2007-05-10"
"0x0121","0x0121","ICO mim","ICO mim","2008-02-20"
"0x0122","0x0122","CI+ Data Carousel","CI+ Data Carousel","2008-12-16"
"0x0123","0x0123","HBBTV Carousel","HBBTV Carousel","2009-02-17"
"0x0124","0x0124","Premium Content from Rovi","Rovi Corporation","2009-07-20"
"0x0125","0x0125","Media Guide from Rovi","Rovi Corporation","2009-07-20"
"0x0126","0x0126","InView Technology Ltd","InView Technology Ltd","2010-05-26"
"0x0130","0x0130","BOTECH ELEKTRONIK SAN. ve TIC. LTD.STI.","BOTECH ELEKTRONIK SAN. ve TIC. LTD.STI.","2010-02-02"
"0x0131","0x0131","Scilla Push-VOD Carousel","Scilla Systems Ltd.","2010-03-19"
"0x0140","0x0140","CANAL+","CANAL+","2010-04-29"
"0x0150","0x0150","OIPF Object Carousel","Open IPTV Forum","2010-08-06"
"0x0160","0x0160","Samsung Electronics (UK) Limited","Samsung Electronics (UK) Limited","2012-02-21"
"0x0170","0x0170","Digital TV Group","Digital TV Group","2012-03-09"
"0x0180","0x0181","South African Broadcasting Corporation","South African Broadcasting Corporation","2013-08-09"
"0x0190","0x0190","TRICOM","TRICOM","2014-05-13"
"0x4444","0x4444","4TV Data Broadcast","4TV Data Broadcast","1970-01-01"
"0x4E4F","0x4E4F","Nokia IP based software delivery","Nokia IP based software delivery","1970-01-01"
"0xBBB1","0xBBB1","BBG Data Caroussel  ","BBG Data Caroussel  ","1970-01-01"
"0xBBB2","0xBBB2","BBG Object Caroussel  ","BBG Object Caroussel  ","1970-01-01"
"0xBBBB","0xBBBB","Bertelsmann Broadband Group  ","Bertelsmann Broadband Group  ","1970-01-01"
"0xFFFF","0xFFFF","Reserved for future use","Reserved for future use","1970-01-01"
